s} (flopped=false)], isPlo=true]
[Hour=98294, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d}], isPlo=false]
[Hour=98295, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Kd Ks Kc}], isPlo=false]
[Hour=98296, Hand=[PokerHand: handType=QUADS {Kd Kh Ks Kc Ac} (flopped=false)], isPlo=true]
[Hour=98297, Hand=[PokerHand: handType=QUADS {Td Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=98298, Hand=[PokerHand: handType=FULL_HOUSE {3d 3s 5s 5d 5c}], isPlo=false]
[Hour=98299, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Ad} (flopped=false)], isPlo=true]
[Hour=98300, Hand=[PokerHand: handType=QUADS {Js Kh Kc Ks Kd} (flopped=false)], isPlo=true]
[Hour=98301, Hand=null, isPlo=null]
[Hour=98302, Hand=[PokerHand: handType=QUADS {7s Th Tc Ts Td}], isPlo=false]
[Hour=98303, Hand=[PokerHand: handType=QUADS {9h Td Th Ts Tc} (flopped=false)], isPlo=true]
[Hour=98304, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=98305, Hand=[PokerHand: handType=QUADS {7c As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=98306, Hand=null, isPlo=null]
[Hour=98307, Hand=[PokerHand: handType=FULL_HOUSE {2s 2h 7h 7c 7s}], isPlo=false]
[Hour=98308, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Jc} (flopped=false)], isPlo=true]
[Hour=98309, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c Ah Ad Ac}], isPlo=false]
[Hour=98310, Hand=[PokerHand: handType=QUADS {7h Qd Qc Qs Qh} (flopped=false)], isPlo=true]
[Hour=98311, Hand=[PokerHand: handType=QUADS {Kh Kc Kd Ks Ah} (flopped=false)], isPlo=true]
[Hour=98312, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d Ad} (flopped=false)], isPlo=true]
[Hour=98313, Hand=[PokerHand: handType=QUADS {Jh Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=98314, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=98315, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 8s 8h 8c}], isPlo=false]
[Hour=98316, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Qh}], isPlo=false]
[Hour=98317, Hand=null, isPlo=null]
[Hour=98318, Hand=[PokerHand: handType=QUADS {9h 9s 9d 9c Ks} (flopped=true)], isPlo=true]
[Hour=98319, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=98320, Hand=[PokerHand: handType=QUADS {Th Td Ts Tc Kc} (flopped=false)], isPlo=true]
[Hour=98321, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d 4h 8h 8c}], isPlo=false]
[Hour=98322, Hand=[PokerHand: handType=QUADS {Ks Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=98323, Hand=[PokerHand: handType=FULL_HOUSE {8h 8d Qh Qd Qs}], isPlo=false]
[Hour=98324, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s 8h 9d 9s}], isPlo=false]
[Hour=98325, Hand=[PokerHand: handType=QUADS {Kd Kh Kc Ks As} (flopped=false)], isPlo=true]
[Hour=98326, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s Ad Ah As}], isPlo=false]
[Hour=98327, Hand=[PokerHand: handType=QUADS {Th Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=98328, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jd Qh Qd Qc}], isPlo=false]
[Hour=98329, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h 6h 6d 6s}], isPlo=false]
[Hour=98330, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s Ac Ah As}], isPlo=false]
[Hour=98331, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d Ad} (flopped=false)], isPlo=true]
[Hour=98332, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=98333, Hand=[PokerHand: handType=QUADS {Jd Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=98334, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c Tc}], isPlo=false]
[Hour=98335, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Js Jh Jc}], isPlo=false]
[Hour=98336, Hand=[PokerHand: handType=QUADS {9h 9c 9s 9d As} (flopped=true)], isPlo=true]
[Hour=98337, Hand=[PokerHand: handType=QUADS {5d 7h 7d 7c 7s}], isPlo=false]
[Hour=98338, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s Td Ts Th}], isPlo=false]
[Hour=98339, Hand=[PokerHand: handType=QUADS {Kc Ad Ah Ac As} (flopped=false)], isPlo=true]
[Hour=98340, Hand=[PokerHand: handType=QUADS {4s Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=98341, Hand=[PokerHand: handType=QUADS {Js Kc Kd Ks Kh} (flopped=false)], isPlo=true]
[Hour=98342, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=98343, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s 9c As Ad}], isPlo=false]
[Hour=98344, Hand=[PokerHand: handType=QUADS {Qc Qs Qh Qd Ah} (flopped=false)], isPlo=true]
[Hour=98345, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Js Jc Jd}], isPlo=false]
[Hour=98346, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc}], isPlo=false]
[Hour=98347, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Ac} (flopped=false)], isPlo=true]
[Hour=98348, Hand=[PokerHand: handType=QUADS {8d Kd Ks Kc Kh} (flopped=false)], isPlo=true]
[Hour=98349, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c Ah} (flopped=false)], isPlo=true]
[Hour=98350, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=98351, Hand=[PokerHand: handType=QUADS {8d 8s 8c 8h Qs} (flopped=false)], isPlo=true]
[Hour=98352, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kh Kc Ac Ah}], isPlo=false]
[Hour=98353, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=98354, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c 4s 9s 9c}], isPlo=false]
[Hour=98355, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d Jc Jh Js}], isPlo=false]
[Hour=98356, Hand=[PokerHand: handType=QUADS {8s 8d 8c 8h Ks}], isPlo=false]
[Hour=98357, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h 9c Kc Kd}], isPlo=false]
[Hour=98358, Hand=[PokerHand: handType=QUADS {7h Ks Kh Kd Kc} (flopped=false)], isPlo=true]
[Hour=98359, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Ks Kc Kd}], isPlo=false]
[Hour=98360, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=98361, Hand=[PokerHand: handType=QUADS {7d 7s 7c 7h Kc} (flopped=false)], isPlo=true]
[Hour=98362, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s 5c Kc Kd}], isPlo=false]
[Hour=98363, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d 9d 9s 9c}], isPlo=false]
[Hour=98364, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d 7h Ts Td}], isPlo=false]
[Hour=98365, Hand=[PokerHand: handType=QUADS {Qd Qc Qs Qh Ac} (flopped=false)], isPlo=true]
[Hour=98366, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=98367, Hand=[PokerHand: handType=QUADS {Qs Qh Qd Qc As} (flopped=false)], isPlo=true]
[Hour=98368, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=98369, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c Jh Js Jd}], isPlo=false]
[Hour=98370, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 6h 6d 6s}], isPlo=false]
[Hour=98371, Hand=[PokerHand: handType=QUADS {Qh Qc Qd Qs Kc}], isPlo=false]
[Hour=98372, Hand=[PokerHand: handType=QUADS {8d Ac As Ad Ah}], isPlo=false]
[Hour=98373, Hand=[PokerHand: handType=QUADS {7h 7c 7d 7s Kc}], isPlo=false]
[Hour=98374, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=98375, Hand=[PokerHand: handType=QUADS {7d 7c 7h 7s Kd} (flopped=false)], isPlo=true]
[Hour=98376, Hand=[PokerHand: handType=FULL_HOUSE {6s 6h 8c 8d 8s}], isPlo=false]
[Hour=98377, Hand=[PokerHand: handType=QUADS {Qc Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=98378, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=98379, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=98380, Hand=[PokerHand: handType=QUADS {8s 8d 8c 8h Th} (flopped=false)], isPlo=true]
[Hour=98381, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Ad Ac As}], isPlo=false]
[Hour=98382, Hand=[PokerHand: handType=QUADS {Jc Ad Ah Ac As} (flopped=false)], isPlo=true]
[Hour=98383, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d Kh Kc Kd}], isPlo=false]
[Hour=98384, Hand=[PokerHand: handType=FULL_HOUSE {Kd Ks Ac Ah Ad}], isPlo=false]
[Hour=98385, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s Qc Qd Qs}], isPlo=false]
[Hour=98386, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=98387, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Js} (flopped=false)], isPlo=true]
[Hour=98388, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c}], isPlo=false]
[Hour=98389, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Ac As Ad}], isPlo=false]
[Hour=98390, Hand=[PokerHand: handType=QUADS {4h 4d 4s 4c Jh}], isPlo=false]
[Hour=98391, Hand=[PokerHand: handType=QUADS {9s Kd Kh Ks Kc} (flopped=true)], isPlo=true]
[Hour=98392, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Ad} (flopped=false)], isPlo=true]
[Hour=98393, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd Qh} (flopped=false)], isPlo=true]
[Hour=98394, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s 8h Kc Kd}], isPlo=false]
[Hour=98395, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=98396, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh Ad} (flopped=false)], isPlo=true]
[Hour=98397, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s 8h Tc Ts}], isPlo=false]
[Hour=98398, Hand=[PokerHand: handType=QUADS {6d Ts Tc Th Td} (flopped=false)], isPlo=true]
[Hour=98399, Hand=null, isPlo=null]
[Hour=98400, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h Ad Ac As}], isPlo=false]
[Hour=98401, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Ac} (flopped=false)], isPlo=true]
[Hour=98402, Hand=[PokerHand: handType=FULL_HOUSE {8h 8c 8s Ah As}], isPlo=false]
[Hour=98403, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c Ac} (flopped=false)], isPlo=true]
[Hour=98404, Hand=[PokerHand: handType=QUADS {Qd Qc Qh Qs Kd} (flopped=false)], isPlo=true]
[Hour=98405, Hand=[PokerHand: handType=QUADS {7c 7d 7s 7h Ah}], isPlo=false]
[Hour=98406, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h Ad As Ah}], isPlo=false]
[Hour=98407, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=true)], isPlo=true]
[Hour=98408, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jc Jd Qs Qh}], isPlo=false]
[Hour=98409, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qh Ad Ac As}], isPlo=false]
[Hour=98410, Hand=[PokerHand: handType=QUADS {6d 6c 6h 6s 9c}], isPlo=false]
[Hour=98411, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kd Kh Ac Ah}], isPlo=false]
[Hour=98412, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=98413, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=98414, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Qh} (flopped=false)], isPlo=true]
[Hour=98415, Hand=[PokerHand: handType=QUADS {Kh Ks Kd Kc Ah} (flopped=false)], isPlo=true]
[Hour=98416, Hand=[PokerHand: handType=QUADS {Td Kh Kc Ks Kd} (flopped=false)], isPlo=true]
[Hour=98417, Hand=[PokerHand: handType=QUADS {5s Ks Kh Kd Kc} (flopped=true)], isPlo=true]
[Hour=98418, Hand=[PokerHand: handType=FULL_HOUSE {2s 2h 7c 7s 7d}], isPlo=false]
[Hour=98419, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=98420, Hand=[PokerHand: handType=QUADS {8s Qd Qh Qs Qc}], isPlo=false]
[Hour=98421, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c Kd Kh Kc}], isPlo=false]
[Hour=98422, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s}], isPlo=false]
[Hour=98423, Hand=[PokerHand: handType=QUADS {Js Jh Jc Jd Ad}], isPlo=false]
[Hour=98424, Hand=[PokerHand: handType=FULL_HOUSE {8s 8h As Ah Ac}], isPlo=false]
[Hour=98425, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c Qs Qd Qc}], isPlo=false]
[Hour=98426, Hand=[PokerHand: handType=FULL_HOUSE {5s 5h Kh Kc Kd}], isPlo=false]
[Hour=98427, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s 8d Kc Kh}], isPlo=false]
[Hour=98428, Hand=[PokerHand: handType=QUADS {Kc Kd Ks Kh As} (flopped=false)], isPlo=true]
[Hour=98429, Hand=[PokerHand: handType=QUADS {9d 9s 9h 9c Jc} (flopped=false)], isPlo=true]
[Hour=98430, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d Td Th Tc}], isPlo=false]
[Hour=98431, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h Ac Ad Ah}], isPlo=false]
[Hour=98432, Hand=[PokerHand: handType=QUADS {Jh Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=98433, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=98434, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h 9d Qc Qs}], isPlo=false]
[Hour=98435, Hand=[PokerHand: handType=FULL_HOUSE {9h 9d Qd Qc Qs}], isPlo=false]
[Hour=98436, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kh Ad Ah Ac}], isPlo=false]
[Hour=98437, Hand=[PokerHand: handType=QUADS {Ts Qs Qh Qd Qc} (flopped=false)], isPlo=true]
[Hour=98438, Hand=[PokerHand: handType=QUADS {2s 2c 2h 2d Ad}], isPlo=false]
[Hour=98439, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c Jc} (flopped=false)], isPlo=true]
[Hour=98440, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c Kc Kh Ks}], isPlo=false]
[Hour=98441, Hand=[PokerHand: handType=QUADS {7d 7c 7s 7h Kh} (flopped=false)], isPlo=true]
[Hour=98442, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s Jh Jd Jc}], isPlo=false]
[Hour=98443, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s Qd Qs Qc}], isPlo=false]
[Hour=98444, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d Qh Qs Qd}], isPlo=false]
[Hour=98445, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Kc} (flopped=false)], isPlo=true]
[Hour=98446, Hand=[PokerHand: handType=QUADS {Kh Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=98447, Hand=[PokerHand: handType=FULL_HOUSE {3d 3c Jd Js Jh}], isPlo=false]
[Hour=98448, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d 9s Qc Qd}], isPlo=false]
[Hour=98449, Hand=[PokerHand: handType=FULL_HOUSE {3h 3d Qh Qs Qc}], isPlo=false]
[Hour=98450, Hand=[PokerHand: handType=QUADS {Td Tc Ts Th Kh}], isPlo=false]
[Hour=98451, Hand=[PokerHand: handType=QUADS {8s 8d 8h 8c Jh}], isPlo=false]
[Hour=98452, Hand=[PokerHand: handType=FULL_HOUSE {7h 7c Ac As Ah}], isPlo=false]
[Hour=98453, Hand=[PokerHand: handType=QUADS {Jd Qs Qh Qd Qc} (flopped=false)], isPlo=true]
[Hour=98454, Hand=[PokerHand: handType=QUADS {Ts Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=98455, Hand=[PokerHand: handType=QUADS {Kd Ah Ac As Ad} (flopped=false)], isPlo=true]
[Hour=98456, Hand=[PokerHand: handType=FULL_HOUSE {2c 2h 6s 6c 6d}], isPlo=false]
[Hour=98457, Hand=[PokerHand: handType=FULL_HOUSE {9h 9s 9c As Ac}], isPlo=false]
[Hour=98458, Hand=[PokerHand: handType=FULL_HOUSE {2d 2c 3h 3s 3d}], isPlo=false]
[Hour=98459, Hand=[PokerHand: handType=QUADS {6d Qc Qs Qh Qd}], isPlo=false]
[Hour=98460, Hand=[PokerHand: handType=QUADS {Jh Js Jd Jc As}], isPlo=false]
[Hour=98461, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=true)], isPlo=true]
[Hour=98462, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=98463, Hand=[PokerHand: handType=QUADS {Js Jh Jc Jd Ad} (flopped=false)], isPlo=true]
[Hour=98464, Hand=[PokerHand: handType=FULL_HOUSE {Jd Js Jh Ad As}], isPlo=false]
[Hour=98465, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h Ac As Ah}], isPlo=false]
[Hour=98466, Hand=null, isPlo=null]
[Hour=98467, Hand=[PokerHand: handType=QUADS {9d Qh Qc Qd Qs} (flopped=false)], isPlo=true]
[Hour=98468, Hand=[PokerHand: handType=QUADS {Qd Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=98469, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d Qh Qs Qd}], isPlo=false]
[Hour=98470, Hand=[PokerHand: handType=QUADS {9h 9c 9s 9d Qh}], isPlo=false]
[Hour=98471, Hand=[PokerHand: handType=FULL_HOUSE {Kc Ks As Ah Ac}], isPlo=false]
[Hour=98472, Hand=[PokerHand: handType=QUADS {8h 9d 9s 9c 9h} (flopped=false)], isPlo=true]
[Hour=98473, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jd Qd Qs Qh}], isPlo=false]
[Hour=98474, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d Ad} (flopped=false)], isPlo=true]
[Hour=98475, Hand=[PokerHand: handType=QUADS {9s 9h 9c 9d Ac} (flopped=false)], isPlo=true]
[Hour=98476, Hand=[PokerHand: handType=QUADS {7s Kd Kh Ks Kc} (flopped=false)], isPlo=true]
[Hour=98477, Hand=[PokerHand: handType=QUADS {4c Kc Kh Ks Kd} (flopped=false)], isPlo=true]
[Hour=98478, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d Qc Qd Qs}], isPlo=false]
[Hour=98479, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=98480, Hand=[PokerHand: handType=QUADS {Qs Qc Qd Qh As}], isPlo=false]
[Hour=98481, Hand=[PokerHand: handType=FULL_HOUSE {Tc Th Td Kh Ks}], isPlo=false]
[Hour=98482, Hand=[PokerHand: handType=QUADS {7c 7s 7h 7d Ah} (flopped=false)], isPlo=true]
[Hour=98483, Hand=[PokerHand: handType=QUADS {Js Kc Kh Kd Ks} (flopped=false)], isPlo=true]
[Hour=98484, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc}], isPlo=false]
[Hour=98485, Hand=[PokerHand: handType=FULL_HOUSE {5h 5s Ts Td Tc}], isPlo=false]
[Hour=98486, Hand=[PokerHand: handType=QUADS {Qd Ah Ac Ad As} (flopped=true)], isPlo=true]
[Hour=98487, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s Kd Kc Ks}], isPlo=false]
[Hour=98488, Hand=[PokerHand: handType=QUADS {9d 9s 9h 9c Ah} (flopped=false)], isPlo=true]
[Hour=98489, Hand=[PokerHand: handType=QUADS {6s 6c 6h 6d Ah}], isPlo=false]
[Hour=98490, Hand=null, isPlo=null]
[Hour=98491, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts Jd} (flopped=false)], isPlo=true]
[Hour=98492, Hand=[PokerHand: handType=QUADS {9s Ts Tc Th Td}], isPlo=false]
[Hour=98493, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=98494, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th Js}], isPlo=false]
[Hour=98495, Hand=[PokerHand: handType=QUADS {Qs As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=98496, Hand=[PokerHand: handType=QUADS {9c Qc Qs Qh Qd} (flopped=true)], isPlo=true]
[Hour=98497, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=98498, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=98499, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d Js Jd Jh}], isPlo=false]
[Hour=98500, Hand=[PokerHand: handType=QUADS {9h Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=98501, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qs Ad As Ah}], isPlo=false]
[Hour=98502, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts}], isPlo=false]
[Hour=98503, Hand=[PokerHand: handType=QUADS {Qc Qd Qs Qh Ah} (flopped=false)], isPlo=true]
[Hour=98504, Hand=[PokerHand: handType=FULL_HOUSE {8c 8h Ac Ah Ad}], isPlo=false]
[Hour=98505, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c 4s 7c 7h}], isPlo=false]
[Hour=98506, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d Js Jc Jd}], isPlo=false]
[Hour=98507, Hand=[PokerHand: handType=FULL_HOUSE {7d 7h Jc Jd Js}], isPlo=false]
[Hour=98508, Hand=[PokerHand: handType=QUADS {3h 3s 3c 3d Ah}], isPlo=false]
[Hour=98509, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=98510, Hand=[PokerHand: handType=FULL_HOUSE {Kc Kd As Ac Ad}], isPlo=false]
[Hour=98511, Hand=[PokerHand: handType=QUADS {Qh Ac Ah As Ad} (flopped=true)], isPlo=true]
[Hour=98512, Hand=null, isPlo=null]
[Hour=98513, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d Ad} (flopped=false)], isPlo=true]
[Hour=98514, Hand=[PokerHand: handType=QUADS {Kd Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=98515, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c Jc Jd Js}], isPlo=false]
[Hour=98516, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h 9c Jh Jd}], isPlo=false]
[Hour=98517, Hand=[PokerHand: handType=QUADS {9d 9h 9c 9s Ad} (flopped=false)], isPlo=true]
[Hour=98518, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d 6s Kd Kh}], isPlo=false]
[Hour=98519, Hand=[PokerHand: handType=QUADS {9d Qc Qs Qd Qh} (flopped=false)], isPlo=true]
[Hour=98520, Hand=[PokerHand: handType=FULL_HOUSE {9h 9d Jh Jd Js}], isPlo=false]
[Hour=98521, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=98522, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s 8c 8d 8s}], isPlo=false]
[Hour=98523, Hand=[PokerHand: handType=QUADS {4s Qd Qh Qc Qs} (flopped=true)], isPlo=true]
[Hour=98524, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d As Ah Ac}], isPlo=false]
[Hour=98525, Hand=[PokerHand: handType=QUADS {8d Ks Kh Kd Kc} (flopped=true)], isPlo=true]
[Hour=98526, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=98527, Hand=[PokerHand: handType=FULL_HOUSE {Js Jh Jd Ks Kh}], isPlo=false]
[Hour=98528, Hand=[PokerHand: handType=QUADS {8d 8c 8h 8s Ks} (flopped=false)], isPlo=true]
[Hour=98529, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 5s Kc Kh}], isPlo=false]
[Hour=98530, Hand=[PokerHand: handType=QUADS {7c 7h 7d 7s Ad}], isPlo=false]
[Hour=98531, Hand=[PokerHand: handType=QUADS {9d Ah Ad As Ac} (flopped=false)], isPlo=true]
[Hour=98532, Hand=[PokerHand: handType=FULL_HOUSE {Js Jd Ac As Ad}], isPlo=false]
[Hour=98533, Hand=[PokerHand: handType=QUADS {Js Jc Jh Jd Ad} (flopped=false)], isPlo=true]
[Hour=98534, Hand=[PokerHand: handType=FULL_HOUSE {2s 2d 6d 6c 6h}], isPlo=false]
[Hour=98535, Hand=[PokerHand: handType=QUADS {Qd Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=98536, Hand=[PokerHand: handType=QUADS {8d Jc Jh Js Jd} (flopped=false)], isPlo=true]
[Hour=98537, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s Ah Ac As}], isPlo=false]
[Hour=98538, Hand=[PokerHand: handType=FULL_HOUSE {Jh Js As Ac Ah}], isPlo=false]
[Hour=98539, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d 9c 9h 9s}], isPlo=false]
[Hour=98540, Hand=[PokerHand: handType=FULL_HOUSE {8c 8d 9s 9c 9h}], isPlo=false]
